animal_id,name,animal_type,outcome_subtype,sex_upon_outcome,age_upon_outcome
A709184,,Cat,Suffering,Spayed Female,5 years
A709217,,Cat,Suffering,Intact Male,1 year
A709236,,Cat,Suffering,Intact Female,1 year
A709333,Mary Jane,Dog,Suffering,Intact Female,5 years
A709339,,Cat,Suffering,Intact Female,1 month
A709342,Gaston,Dog,Aggressive,Neutered Male,5 years
A709353,Corazon,Cat,Suffering,Spayed Female,8 years
A709373,Mojo,Dog,Suffering,Intact Male,4 years
A709379,,Dog,Medical,Intact Female,4 years
A709468,,Cat,Suffering,Unknown,3 years
A709478,Larry,Dog,Suffering,Intact Male,6 months
A709516,,Cat,Suffering,Intact Male,1 month
A709642,,Cat,Suffering,Neutered Male,13 years
A709649,Zeus,Dog,Aggressive,Intact Male,1 year
A709673,,Dog,Suffering,Intact Female,15 years
A709694,,Cat,Suffering,Intact Female,1 year
A709714,,Cat,Suffering,Unknown,1 week
A709803,Gremlin,Dog,Suffering,Intact Female,16 years
A709825,,Dog,Suffering,Intact Male,5 years
A709852,,Dog,Suffering,Intact Male,1 year
A709898,,Dog,Suffering,Intact Male,5 months
A709922,,Cat,Suffering,Unknown,3 weeks
A710064,,Cat,Suffering,Intact Female,1 month
A710131,Angie,Cat,Suffering,Intact Female,17 years
A710196,,Cat,Suffering,Intact Male,1 year
A710227,Sebastian,Cat,Suffering,Neutered Male,12 years
A710276,*Millie,Cat,Suffering,Intact Female,5 years
A710357,Gator,Dog,Aggressive,Intact Male,2 years
A710405,Peanut,Dog,Medical,Intact Male,16 years
A710435,,Cat,Suffering,Neutered Male,12 years
A710451,Henry,Dog,Aggressive,Neutered Male,4 years
A710453,Spawn,Dog,Aggressive,Intact Male,3 years
A710475,,Cat,Suffering,Intact Male,1 month
A710490,,Cat,Suffering,Intact Male,3 months
A710521,*Fred,Cat,Suffering,Intact Male,3 months
A710593,,Cat,Suffering,Intact Male,1 year
A710658,,Cat,Suffering,Intact Male,7 months
A710668,,Cat,Suffering,Intact Male,5 months
A710720,Honey,Dog,Aggressive,Intact Female,2 years
A710733,,Cat,Rabies Risk,Intact Female,4 years
A710751,,Cat,Suffering,Intact Male,4 weeks
A710763,Ralph,Dog,Aggressive,Neutered Male,5 years
A710853,Oso,Dog,Aggressive,Neutered Male,2 years
A710873,,Cat,Suffering,Intact Female,1 month
A710885,,Cat,Suffering,Intact Female,1 month
A710889,,Dog,Suffering,Intact Female,1 month
A710935,Prince,Dog,Suffering,Neutered Male,12 years
A710963,,Dog,Suffering,Intact Female,1 year
A711012,,Cat,Suffering,Unknown,3 days
A711015,,Cat,Suffering,Unknown,3 days
A711079,Phoebe,Dog,Aggressive,Intact Female,6 years
A711220,,Cat,Suffering,Intact Female,12 years
A711323,,Cat,Suffering,Unknown,1 weeks
A711339,Sadie Rose,Dog,Aggressive,Spayed Female,2 years
A711340,,Dog,Suffering,Intact Female,2 years
A711357,,Cat,Suffering,Unknown,2 years
A711397,,Cat,Suffering,Intact Female,1 month
A711486,L.C.,Cat,Suffering,Neutered Male,9 years
A711562,Bino,Dog,Suffering,Intact Male,1 year
A711567,,Dog,Suffering,Intact Female,3 years
A711572,*Candy,Dog,Medical,Intact Female,2 years
A711601,Benclet,Dog,Suffering,Intact Male,6 years
A711609,,Cat,Suffering,Unknown,2 years
A711627,,Cat,Suffering,Intact Male,4 weeks
A711689,Bella,Dog,Suffering,Intact Female,3 years
A711704,,Cat,Suffering,Intact Female,1 month
A711705,,Cat,Suffering,Spayed Female,12 years
A711707,Mojo,Dog,Rabies Risk,Neutered Male,5 years
A711718,,Cat,Suffering,Intact Male,1 year
A711756,,Cat,Suffering,Intact Male,3 years
A711822,,Dog,Suffering,Intact Female,4 years
A711886,,Cat,Suffering,Neutered Male,3 years
A711967,,Cat,Suffering,Neutered Male,9 years
A711985,,Dog,Suffering,Intact Male,4 months
A711992,,Dog,Suffering,Neutered Male,11 years
A712032,,Cat,Suffering,Intact Female,2 months
A712056,,Cat,,Intact Female,2 years
A712059,*Hector,Dog,Aggressive,Neutered Male,3 years
A712084,,Cat,Suffering,Intact Female,15 years
A712179,,Cat,,Unknown,4 weeks
A712193,,Dog,Suffering,Intact Male,10 years
A712222,,Cat,Suffering,Neutered Male,5 years
A712293,,Cat,Suffering,Intact Male,8 months
A712328,,Cat,Suffering,Intact Female,10 years
A712342,Skyla,Dog,Suffering,Spayed Female,14 years
A712376,,Cat,Suffering,Unknown,2 weeks
A712493,*Iris,Cat,Suffering,Spayed Female,5 years
A712527,*Snickers,Cat,Suffering,Intact Male,1 month
A712618,,Cat,Suffering,Unknown,3 days
A712715,,Cat,Suffering,Unknown,3 weeks
A712730,,Cat,Suffering,Intact Male,2 years
A712770,,Cat,Suffering,Neutered Male,5 years
A712876,,Cat,Suffering,Intact Male,1 month
A713158,Lucerito,Dog,Suffering,Intact Female,14 years
A713207,,Cat,Suffering,Intact Male,1 month
A713224,,Cat,Suffering,Intact Male,2 months
A713240,,Dog,Suffering,Neutered Male,16 years
A713284,,Cat,Suffering,Unknown,4 weeks
A713422,,Cat,,Neutered Male,8 years
A713430,Leo,Dog,Aggressive,Intact Male,2 years
A713473,,Cat,Rabies Risk,Intact Male,5 years
A713600,Koda,Cat,Suffering,Neutered Male,7 years
A713613,,Cat,Suffering,Intact Female,4 weeks
A713621,Killa,Dog,Aggressive,Neutered Male,2 years
A713622,Kiki,Dog,Aggressive,Spayed Female,2 years
A713642,,Cat,Rabies Risk,Intact Female,1 year
A713700,,Cat,Suffering,Intact Female,1 year
A713739,Lazzie,Dog,Suffering,Spayed Female,2 years
A713756,,Cat,Suffering,Unknown,2 years
A713782,,Cat,Suffering,Intact Female,1 month
A713927,,Cat,Suffering,Intact Male,1 month
A713935,,Cat,Suffering,Intact Female,1 month
A713944,Gorda,Dog,Suffering,Intact Female,4 months
A713954,Baby,Dog,Behavior,Intact Female,2 years
A714003,Alexander,Dog,Aggressive,Neutered Male,2 years
A714010,,Cat,Suffering,Intact Male,1 month
A714067,Sophie,Dog,Suffering,Intact Female,17 years
A714131,*Emma,Cat,Suffering,Spayed Female,5 years
A714168,,Dog,Suffering,Intact Male,6 months
A714198,Andre,Cat,Suffering,Neutered Male,2 years
A714273,,Cat,Suffering,Spayed Female,3 years
A714275,,Cat,Suffering,Intact Male,5 years
A714484,*Chaucer,Dog,Medical,Neutered Male,10 years
A714497,,Dog,Suffering,Intact Male,1 year
A714557,,Cat,Suffering,Unknown,1 month
A714611,Bodacious,Dog,Suffering,Neutered Male,11 years
A714618,,Dog,Suffering,Intact Female,8 years
A714628,,Cat,Suffering,Intact Female,1 month
A714715,,Cat,Suffering,Intact Male,2 years
A714784,,Cat,Suffering,Intact Male,4 weeks
A714873,,Cat,Suffering,Intact Female,2 months
A714977,,Cat,Suffering,Intact Male,1 month
A715028,Sasha,Cat,Suffering,Intact Female,1 year
A715049,Jordan,Dog,Suffering,Neutered Male,3 years
A715226,,Cat,Suffering,Unknown,1 month
A715235,,Cat,Suffering,Neutered Male,1 year
A715264,,Dog,Rabies Risk,Intact Male,2 years
A715271,,Cat,Suffering,Intact Female,3 years
A715292,*Nymeria,Cat,Suffering,Intact Female,1 month
A715302,,Cat,Rabies Risk,Intact Male,1 year
A715327,,Dog,Suffering,Intact Female,1 year
A715553,Mr. Spring,Cat,Suffering,Neutered Male,1 year
A715567,,Dog,Suffering,Intact Female,2 years
A715590,,Cat,Suffering,Unknown,2 years
A715627,Damu,Dog,Court/Investigation,Intact Male,5 years
A715679,,Cat,Suffering,Intact Male,3 years
A715684,,Cat,Suffering,Intact Female,2 years
A715687,,Dog,Suffering,Intact Female,2 years
A715701,,Cat,Suffering,Spayed Female,8 years
A715739,Rupert,Dog,Suffering,Neutered Male,17 years
A715751,Tiger,Dog,Suffering,Intact Female,9 months
A715803,,Cat,Suffering,Intact Male,1 month
A715833,Squirt,Dog,Suffering,Intact Female,1 year
A715834,*Turkey,Cat,Suffering,Neutered Male,3 years
A715860,,Cat,Rabies Risk,Intact Male,2 months
A715868,,Dog,Rabies Risk,Intact Female,2 months
A715954,,Dog,Suffering,Intact Male,1 year
A716005,Indio,Dog,At Vet,Intact Male,2 years
A716039,Dirty,Cat,Suffering,Neutered Male,1 year
A716088,,Cat,Medical,Intact Male,6 months
A716132,Silver,Cat,Suffering,Neutered Male,17 years
A716318,,Dog,Suffering,Intact Female,2 years
A716542,Charlie,Dog,Aggressive,Intact Male,4 years
A716571,,Cat,Suffering,Intact Male,4 years
A716606,Tanner,Dog,Aggressive,Neutered Male,10 years
A716661,,Cat,Suffering,Intact Male,3 months
A716683,,Cat,Suffering,Intact Male,1 month
A716795,,Cat,Rabies Risk,Unknown,2 months
A716817,*Rosie,Dog,Suffering,Spayed Female,8 years
A716847,,Cat,Suffering,Unknown,3 days
A716851,,Cat,Suffering,Intact Male,2 months
A716906,,Dog,Suffering,Intact Male,4 months
A716916,,Cat,Suffering,Intact Female,2 years
A716940,,Cat,Rabies Risk,Spayed Female,9 years
A716961,,Dog,Suffering,Intact Female,4 weeks
A717007,,Dog,Suffering,Neutered Male,16 years
A717038,,Cat,Rabies Risk,Intact Female,2 years
A717094,Cookie,Dog,Suffering,Spayed Female,9 years
A717200,Bella,Dog,Suffering,Intact Female,9 years
A717276,*Mimi,Dog,Suffering,Spayed Female,2 years
A717387,*Sarita,Cat,Medical,Spayed Female,7 years
A717428,Sweety,Dog,Suffering,Intact Female,5 months
A717538,,Dog,Suffering,Intact Female,10 years
A717600,*Crosby,Dog,Aggressive,Intact Male,1 year
A717678,,Cat,Suffering,Unknown,2 years
A717716,,Dog,Suffering,Intact Male,3 years
A717757,,Cat,Suffering,Intact Female,1 year
A717767,,Cat,Suffering,Intact Male,1 year
A717901,*Lily,Cat,Medical,Spayed Female,8 years
A717971,,Cat,Suffering,Intact Male,3 months
A718070,,Dog,Suffering,Intact Female,1 year
A718133,,Dog,Suffering,Unknown,16 years
A718214,Chad,Dog,Aggressive,Neutered Male,5 years
A718270,Rocky,Dog,Medical,Neutered Male,2 years
A718274,Princess,Cat,Suffering,Spayed Female,3 years
A718304,,Cat,Suffering,Intact Male,2 years
A718308,*Osiris,Dog,Aggressive,Neutered Male,2 years
A718309,*Lynessa,Cat,Suffering,Intact Female,1 month
A718361,,Cat,Suffering,Intact Male,4 months
A718378,,Cat,Rabies Risk,Intact Male,6 months
A718442,,Cat,Suffering,Neutered Male,3 years
A718448,,Cat,Suffering,Intact Female,2 years
A718478,,Dog,Suffering,Intact Male,2 years
A718498,Snoop Dog,Dog,Suffering,Intact Male,1 year
A718518,*Dame,Dog,Suffering,Intact Female,12 years
A718535,,Cat,Suffering,Spayed Female,3 years
A718566,*Eleonora,Cat,Suffering,Intact Female,10 years
A718575,,Cat,Suffering,Intact Male,2 years
A718654,Goliath,Dog,Aggressive,Neutered Male,3 years
A718738,,Dog,Suffering,Intact Female,12 years
A718795,*Emerald,Cat,At Vet,Spayed Female,16 years
A718874,,Cat,Suffering,Unknown,5 years
A718886,Shelton,Dog,Aggressive,Neutered Male,2 years
A718958,,Cat,Medical,Intact Female,12 years
A719004,,Dog,Suffering,Intact Male,2 years
A719033,Kio,Dog,Suffering,Neutered Male,12 years
A719076,,Cat,Rabies Risk,Intact Female,3 months
A719089,,Cat,Suffering,Neutered Male,3 years
A719188,,Cat,Suffering,Intact Male,3 years
A719278,,Cat,Suffering,Unknown,2 years
A719317,,Dog,Suffering,Intact Male,7 years
A719435,,Cat,Suffering,Intact Male,1 year
A719531,,Cat,Suffering,Neutered Male,15 years
A719628,,Cat,Suffering,Intact Male,6 months
A719661,Minina,Cat,Suffering,Intact Female,6 months
A719785,,Cat,Suffering,Intact Male,2 years
A719918,*Linus,Dog,Aggressive,Neutered Male,2 years
A719972,Daisy,Dog,Suffering,Spayed Female,13 years
A720109,,Dog,Suffering,Intact Female,2 months
A720212,,Dog,Suffering,Intact Male,13 years
A720232,Tucker,Dog,Aggressive,Neutered Male,1 year
A720249,*Whiskers,Cat,Suffering,Intact Male,4 years
A720262,*Lucky,Dog,Suffering,Neutered Male,8 months
A720287,,Cat,Suffering,Intact Male,5 years
A720310,,Cat,Suffering,Intact Female,1 year
A720359,,Cat,Suffering,Intact Male,3 months
A720388,Precious,Dog,Aggressive,Intact Female,2 years
A720463,,Cat,Rabies Risk,Neutered Male,3 years
A720532,*Ellie,Cat,At Vet,Spayed Female,2 years
A720574,Mimi,Cat,Suffering,Spayed Female,10 years
A720583,Jaguar,Cat,Medical,Intact Male,9 months
A720692,,Dog,Rabies Risk,Intact Female,1 month
A720706,,Cat,Suffering,Intact Male,5 months
A720802,Diesel,Dog,Aggressive,Neutered Male,1 year
A720891,*Henry,Cat,Suffering,Neutered Male,4 years
A720908,,Cat,Suffering,Intact Male,1 year
A721045,Buddy,Dog,Suffering,Neutered Male,13 years
A721056,Buck,Dog,,Intact Male,5 years
A721076,,Dog,Suffering,Intact Male,2 months
A721216,,Cat,Suffering,Intact Female,1 year
A721351,*Ruby,Dog,Suffering,Spayed Female,1 year
A721369,,Cat,Suffering,Intact Male,6 months
A721429,Princessa,Dog,,Intact Female,2 years
A721435,,Dog,Aggressive,Intact Female,2 years
A721436,,Cat,Suffering,Unknown,2 weeks
A721441,,Dog,Aggressive,Intact Female,2 years
A721442,,Dog,Aggressive,Intact Female,1 year
A721501,Lola Rey,Dog,Rabies Risk,Spayed Female,1 year
A721565,Arthur,Dog,Aggressive,Neutered Male,9 years
A721573,Squirt,Dog,Aggressive,Intact Male,1 year
A721663,,Cat,Suffering,Unknown,1 year
A721667,Chita,Dog,Suffering,Intact Female,17 years
A721672,,Cat,Suffering,Unknown,5 years
A721673,Stack,Dog,Suffering,Intact Male,3 months
A721777,Luna,Dog,Aggressive,Spayed Female,4 years
A721810,,Cat,Suffering,Neutered Male,2 years
A721834,,Dog,Suffering,Intact Male,2 years
A721853,,Cat,Suffering,Neutered Male,5 years
A721857,,Cat,Suffering,Neutered Male,2 years
A721958,Precious,Dog,Suffering,Intact Female,12 years
A722056,Eddie,Dog,Aggressive,Neutered Male,3 years
A722300,Sniffles,Dog,Suffering,Spayed Female,9 years
A722475,,Cat,Suffering,Intact Male,2 years
A722566,,Cat,Suffering,Intact Female,5 years
A723108,,Cat,Suffering,Intact Female,5 years
A723148,,Cat,Suffering,Intact Male,1 year
A723274,,Cat,Suffering,Intact Male,2 years
A723432,,Cat,Suffering,Unknown,3 weeks
A723449,,Cat,Suffering,Intact Female,1 year
A723456,,Dog,Suffering,Intact Male,16 years
A723478,*Joan Jett,Dog,Suffering,Spayed Female,8 years
A723529,*Simba,Cat,Suffering,Neutered Male,1 year
A723715,,Cat,Suffering,Neutered Male,8 years
A723756,Leo,Dog,Behavior,Neutered Male,2 years
A723766,Colonel,Dog,Aggressive,Neutered Male,2 years
A723767,Princess,Dog,Aggressive,Spayed Female,2 years
A723848,,Cat,Suffering,Intact Male,12 years
A723905,,Cat,Rabies Risk,Neutered Male,2 years
A723963,Bite Cat,Cat,Suffering,Unknown,2 years
A723967,,Cat,Suffering,Intact Male,2 weeks
A723993,Videl,Dog,Suffering,Spayed Female,16 years
A724099,,Cat,Rabies Risk,Intact Male,4 years
A724120,Candy,Dog,Aggressive,Spayed Female,3 years
A724328,,Dog,Suffering,Intact Male,4 weeks
A724334,Becky,Dog,Suffering,Intact Female,2 years
A724403,Pedro,Dog,Suffering,Neutered Male,2 years
A724435,,Cat,Suffering,Intact Female,1 year
A724509,Trooper,Dog,Aggressive,Neutered Male,1 year
A724525,,Dog,Suffering,Intact Female,2 years
A724540,,Cat,Suffering,Neutered Male,15 years
A724598,,Cat,Suffering,Unknown,3 days
A724603,,Dog,Rabies Risk,Intact Male,1 month
A724611,,Cat,Rabies Risk,Neutered Male,5 years
A724626,,Cat,Suffering,Intact Male,2 years
A724641,*Scotty,Dog,Suffering,Neutered Male,3 years
A724682,Bear,Cat,Suffering,Neutered Male,10 years
A724688,Princess,Cat,Suffering,Spayed Female,1 year
A724702,,Cat,Suffering,Intact Male,1 year
A724728,,Cat,Suffering,Unknown,2 years
A724742,,Cat,Suffering,Unknown,2 weeks
A724744,,Cat,Rabies Risk,Neutered Male,6 years
A724758,*Growler,Dog,Aggressive,Intact Male,1 year
A724857,Chico,Dog,Aggressive,Intact Male,4 years
A724888,Vivienne,Cat,Medical,Spayed Female,7 years
A724895,,Cat,Rabies Risk,Intact Female,1 year
A724896,,Cat,Suffering,Intact Male,1 month
A724897,,Cat,Suffering,Intact Male,1 month
A724898,,Cat,Suffering,Intact Male,1 month
A724942,,Cat,Suffering,Intact Male,4 weeks
A725158,*Oscar,Cat,Suffering,Intact Male,4 weeks
A725175,Junior,Dog,Aggressive,Neutered Male,5 years
A725287,,Cat,Suffering,Intact Male,3 years
A725294,,Cat,Suffering,Unknown,1 weeks
A725313,,Cat,Suffering,Intact Female,5 months
A725440,Bonbon,Dog,Aggressive,Intact Female,2 years
A725736,,Cat,Suffering,Unknown,1 year
A725747,*Phoebe,Dog,Suffering,Spayed Female,2 years
A725779,,Cat,Suffering,Intact Female,1 year
A725888,,Cat,Suffering,Spayed Female,13 years
A725915,Snagglepuss,Cat,Suffering,Neutered Male,19 years
A726063,Jackie,Cat,Rabies Risk,Intact Female,2 years
A726064,,Dog,Suffering,Intact Female,2 years
A726099,Sparky,Dog,Suffering,Neutered Male,3 years
A726145,Lucky,Dog,Suffering,Neutered Male,8 years
A726227,,Cat,Rabies Risk,Intact Male,9 months
A726246,,Cat,Suffering,Intact Male,9 years
A726299,Oscar,Cat,Suffering,Neutered Male,12 years
A726340,*Sammy,Cat,Suffering,Intact Male,2 months
A726450,Knight,Dog,Medical,Neutered Male,13 years
A726452,Sofia,Dog,Suffering,Intact Female,6 months
A726530,*Theo,Cat,Suffering,Intact Male,5 months
A726627,,Cat,Suffering,Intact Female,1 month
A726760,,Cat,Suffering,Neutered Male,10 years
A726822,,Dog,Suffering,Neutered Male,6 years
A726867,,Cat,Medical,Neutered Male,10 years
A726905,,Dog,Suffering,Neutered Male,13 years
A726918,,Cat,Suffering,Intact Male,4 years
A726931,,Cat,Suffering,Unknown,2 weeks
A726970,*Earl,Cat,Suffering,Intact Male,1 month
A727029,*Charlie,Cat,Suffering,Intact Male,1 month
A727231,,Cat,Suffering,Unknown,1 month
A727310,,Cat,Suffering,Unknown,2 years
A727426,Jj,Dog,Aggressive,Neutered Male,2 years
A727438,,Cat,Suffering,Unknown,1 weeks
A727476,,Cat,Suffering,Intact Female,6 days
A727628,Benji,Dog,Rabies Risk,Neutered Male,4 years
A727632,,Cat,Suffering,Intact Female,4 weeks
A727680,,Cat,Suffering,Intact Male,1 month
A727699,,Cat,Suffering,Spayed Female,10 years
A727773,Einstein,Dog,Suffering,Neutered Male,10 years
A727778,,Cat,Suffering,Intact Male,2 weeks
A727808,,Cat,Suffering,Spayed Female,2 years
A727869,,Cat,Rabies Risk,Unknown,2 months
A727877,,Cat,Suffering,Intact Female,7 months
A727899,,Cat,Suffering,Intact Male,2 months
A727916,,Cat,Suffering,Intact Female,4 weeks
A727935,*Jane,Cat,Suffering,Intact Female,1 month
A727982,,Cat,Suffering,Intact Male,1 month
A728008,,Cat,Medical,Intact Female,2 months
A728033,,Cat,,Unknown,1 month
A728064,,Cat,Medical,Unknown,4 weeks
A728074,,Cat,Suffering,Intact Male,3 months
A728107,,Dog,Suffering,Intact Male,10 months
A728131,,Dog,Suffering,Intact Male,2 months
A728149,,Cat,Suffering,Intact Female,1 year
A728151,Zeke,Cat,Medical,Neutered Male,2 years
A728296,,Cat,Suffering,Intact Female,3 years
A728302,,Dog,Suffering,Intact Male,2 days
A728315,*Frannie,Dog,At Vet,Spayed Female,13 years
A728342,,Cat,Suffering,Intact Female,2 years
A728401,,Cat,Suffering,Intact Female,3 months
A728445,King Max,Dog,Behavior,Neutered Male,1 year
A728528,Chato,Dog,Suffering,Intact Male,6 years
A728537,,Cat,Suffering,Unknown,1 month
A728554,,Cat,Suffering,Intact Female,4 weeks
A728564,,Dog,Aggressive,Intact Female,3 years
A728569,*Zoe,Dog,Medical,Spayed Female,10 years
A728677,,Dog,Suffering,Intact Female,2 years
A728737,,Dog,Suffering,Intact Male,1 month
A728789,King,Dog,Aggressive,Neutered Male,2 years
A728792,Odin,Dog,Court/Investigation,Neutered Male,4 years
A728858,,Cat,Suffering,Intact Female,3 months
A728925,,Cat,Suffering,Unknown,2 years
A728958,,Dog,Suffering,Intact Male,10 years
A729002,,Cat,Suffering,Intact Male,3 months
A729044,,Cat,Suffering,Unknown,4 weeks
A729119,,Cat,Medical,Unknown,4 weeks
A729186,*Gates,Cat,Suffering,Intact Male,1 month
A729192,,Dog,,Intact Female,2 years
A729205,,Cat,Suffering,Intact Female,1 year
A729300,Mocha,Dog,Court/Investigation,Intact Female,9 years
A729302,Buddy,Dog,Court/Investigation,Intact Male,3 years
A729303,Rusty,Dog,Court/Investigation,Intact Male,3 years
A729304,Baby,Dog,Court/Investigation,Spayed Female,5 years
A729339,,Cat,Medical,Intact Male,2 years
A729342,,Dog,Suffering,Neutered Male,8 months
A729462,*Sailor,Cat,Suffering,Neutered Male,1 year
A729498,,Cat,Suffering,Intact Male,1 month
A729517,,Cat,Suffering,Intact Female,4 weeks
A729521,,Cat,Suffering,Unknown,6 years
A729630,,Cat,Suffering,Intact Male,1 month
A729631,Damu,Dog,Rabies Risk,Intact Male,8 months
A729634,Missy,Dog,Rabies Risk,Spayed Female,8 months
A729677,,Cat,Suffering,Intact Female,1 month
A729683,Jax,Dog,Aggressive,Intact Male,4 years
A729785,Daisy,Dog,Suffering,Spayed Female,8 months
A729845,,Cat,Suffering,Intact Male,2 years
A729917,,Cat,Suffering,Intact Female,4 weeks
A730012,,Cat,Suffering,Intact Female,12 years
A730125,,Cat,Suffering,Intact Male,1 month
A730132,*Keroppi,Cat,Suffering,Intact Male,2 months
A730154,,Cat,Suffering,Neutered Male,3 years
A730207,,Cat,Suffering,Spayed Female,5 years
A730327,,Cat,Suffering,Unknown,1 year
A730346,,Cat,Suffering,Intact Male,4 weeks
A730446,,Cat,Suffering,Spayed Female,3 years
A730580,,Cat,Suffering,Intact Female,4 weeks
A730660,,Cat,Suffering,Intact Female,2 years
A730733,,Dog,Medical,Intact Female,10 years
A730809,Chichi Boy,Cat,Aggressive,Intact Male,2 years
A730811,Oscar,Dog,Suffering,Neutered Male,16 years
A730856,,Cat,Suffering,Intact Female,1 year
A730881,Dice,Dog,Suffering,Spayed Female,10 years
A730888,Kaly,Dog,Rabies Risk,Spayed Female,1 year
A731002,,Cat,Suffering,Spayed Female,4 years
A731086,Cinnimon,Dog,Suffering,Spayed Female,10 years
A731162,Roxy,Dog,Suffering,Spayed Female,1 year
A731374,,Cat,Suffering,Intact Female,1 month
A731375,,Cat,Suffering,Intact Male,1 month
A731428,,Dog,Suffering,Neutered Male,10 years
A731507,,Cat,Suffering,Unknown,2 months
A731535,,Cat,Suffering,Neutered Male,5 months
A731594,,Cat,Suffering,Intact Male,4 years
A731618,Bodie,Dog,Aggressive,Neutered Male,4 years
A731735,*Benetta,Cat,Rabies Risk,Intact Female,1 year
A731785,,Cat,Suffering,Intact Male,2 months
A731828,Milo,Dog,Aggressive,Neutered Male,1 year
A731922,,Dog,Suffering,Intact Female,14 years
A731936,,Cat,Suffering,Intact Female,5 months
A732008,Richard,Dog,Suffering,Neutered Male,7 years
A732045,*Phelps,Cat,Suffering,Intact Male,4 weeks
A732136,,Cat,Rabies Risk,Intact Male,1 month
A732225,,Cat,Suffering,Unknown,15 years
A732359,,Cat,Suffering,Intact Male,1 month
A732500,,Dog,Suffering,Neutered Male,6 years
A732625,Arthur,Dog,Aggressive,Intact Male,2 years
A732751,,Cat,Suffering,Intact Male,4 weeks
A732760,,Cat,Suffering,Unknown,1 weeks
A732764,,Cat,Suffering,Unknown,1 weeks
A732869,Duke,Dog,Suffering,Neutered Male,8 years
A732882,,Cat,Suffering,Intact Female,2 years
A732918,,Cat,Suffering,Intact Male,2 years
A733181,,Cat,Suffering,Intact Male,4 years
A733198,,Cat,Suffering,Unknown,3 months
A733199,,Cat,Suffering,Unknown,3 months
A733200,,Cat,Suffering,Intact Female,4 weeks
A733307,,Cat,Rabies Risk,Intact Male,2 years
A733406,,Cat,Suffering,Spayed Female,5 years
A733461,,Cat,Suffering,Neutered Male,4 years
A733591,Jordan,Dog,Aggressive,Spayed Female,6 years
A733646,*Chrissy,Cat,Medical,Intact Female,2 months
A733844,,Cat,Suffering,Intact Female,1 month
A734221,Dro,Dog,Aggressive,Neutered Male,2 years
A734311,,Cat,Suffering,Intact Female,1 month
A734397,,Cat,Rabies Risk,Intact Male,1 year
A734531,,Cat,Suffering,Spayed Female,1 year
A734686,,Dog,Suffering,Intact Male,5 years
A734823,,Cat,Suffering,Intact Female,1 month
A734852,,Cat,Suffering,Spayed Female,5 years
A734856,,Cat,Suffering,Intact Male,4 years
A734864,,Cat,Suffering,Intact Female,1 month
A735122,,Cat,Suffering,Intact Male,3 months
A735149,Milo,Dog,Suffering,Neutered Male,3 years
A735158,Casper,Dog,Suffering,Intact Male,7 years
A735243,,Cat,Suffering,Intact Male,1 month
A735366,,Cat,Suffering,Intact Male,2 years
A735370,Kiki,Dog,Suffering,Intact Male,9 years
A735445,,Dog,Suffering,Intact Female,2 months
A735446,,Cat,Suffering,Intact Female,6 months
A735468,,Cat,Rabies Risk,Intact Female,1 year
A735825,,Cat,Suffering,Unknown,3 years
A735944,,Cat,Suffering,Intact Female,2 months
A736021,,Cat,Suffering,Intact Male,3 years
A736069,,Cat,Suffering,Unknown,4 weeks
A736087,,Cat,Suffering,Intact Male,2 weeks
A736220,,Cat,Suffering,Intact Male,3 months
A736221,,Cat,Suffering,Unknown,2 years
A736370,Buddy,Dog,Suffering,Intact Male,3 years
A736663,Nicks,Cat,Suffering,Neutered Male,5 years
A736715,,Cat,Suffering,Spayed Female,3 years
A736731,,Dog,Suffering,Intact Female,3 years
A736776,Honeycut,Dog,Suffering,Intact Male,15 years
A736831,,Cat,Suffering,Intact Female,1 year
A736840,,Dog,Suffering,Intact Female,4 months
A736865,Mr Cutie,Cat,Suffering,Spayed Female,10 years
A737022,,Cat,Suffering,Unknown,5 months
A737045,,Dog,Suffering,Unknown,1 month
A737055,,Cat,Suffering,Unknown,4 months
A737070,Taz,Dog,Aggressive,Neutered Male,1 year
A737074,,Dog,Suffering,Unknown,4 weeks
A737084,,Cat,,Unknown,2 years
A737162,,Cat,Suffering,Intact Male,2 years
A737188,,Cat,Suffering,Unknown,2 years
A737349,,Dog,Suffering,Intact Female,1 year
A737358,Bear,Dog,Aggressive,Neutered Male,1 year
A737393,,Cat,Suffering,Intact Male,2 years
A737395,,Cat,Suffering,Intact Female,2 months
A737408,*Patriot,Dog,Suffering,Neutered Male,12 years
A737429,,Cat,Medical,Neutered Male,1 year
A737457,,Cat,Suffering,Neutered Male,8 years
A737464,,Cat,Suffering,Intact Male,7 years
A737521,,Cat,Suffering,Intact Male,0 years
A737553,,Cat,Suffering,Neutered Male,5 years
A737566,,Cat,Rabies Risk,Intact Female,4 months
A737599,*Cranberry,Cat,Suffering,Intact Female,1 month
A737641,,Cat,Suffering,Intact Male,1 year
A737793,Fifi,Dog,Medical,Intact Female,2 years
A737808,,Cat,Suffering,Intact Male,3 years
A737840,,Cat,Suffering,Unknown,2 years
A737888,,Cat,Suffering,Intact Female,1 year
A737930,King,Dog,Suffering,Intact Male,1 year
A737945,,Cat,Suffering,Neutered Male,2 years
A738166,,Dog,Suffering,Unknown,6 months
A738330,,Cat,,Neutered Male,1 year
A738358,,Cat,Suffering,Neutered Male,5 years
A738364,,Dog,Suffering,Neutered Male,12 years
A738367,*Ellie,Cat,Suffering,Spayed Female,1 year
