,animal_id,name,animal_type,outcome_subtype,sex_upon_outcome,age_upon_outcome
269,A656967,Homer,Dog,Aggressive,Male,3 years
291,A662657,*Gabe,Dog,Aggressive,Male,3 years
1869,A704082,Diamond,Dog,Aggressive,Female,2 years
283,A661676,Chori,Dog,Aggressive,Female,7 years
267,A656567,Sumo,Dog,Aggressive,Male,5 years
278,A658199,*Marley,Dog,Aggressive,Male,2 years
250,A650069,Luke,Dog,Aggressive,Male,2 years
270,A656968,Litle Girl,Dog,Aggressive,Female,3 years
1240,A688820,Freckles,Dog,Aggressive,Female,8 years
279,A658515,Barkley,Dog,Aggressive,Male,3 years
1220,A688160,*Freddie,Dog,Aggressive,Male,2 years
3037,A769952,,Dog,At Vet,Unknown,5 years
2852,A756447,Pachuco Jr.,Dog,At Vet,Male,1 year
3003,A767582,*Cherry,Cat,At Vet,Female,< 1 year
2826,A754057,,Cat,At Vet,Unknown,2 years
3006,A767845,,Dog,At Vet,Male,< 1 year
2921,A761021,,Cat,At Vet,Unknown,1 year
2638,A740561,*Klaus,Cat,At Vet,Male,9 years
2808,A752942,*Chirp,Cat,At Vet,Female,< 1 year
2710,A747063,,Dog,At Vet,Female,4 years
2986,A766562,Cubby,Dog,At Vet,Male,15 years
2841,A755725,,Cat,At Vet,Unknown,< 1 year
3096,A773330,*Rigatoni,Cat,At Vet,Male,< 1 year
2284,A718795,*Emerald,Cat,At Vet,Female,16 years
2832,A754578,,Dog,At Vet,Male,1 year
2452,A728315,*Frannie,Dog,At Vet,Female,13 years
2993,A766851,,Cat,At Vet,Unknown,< 1 year
2891,A758902,,Dog,At Vet,Female,1 year
95,A554674,Chloe,Dog,At Vet,Female,11 years
2830,A754385,,Dog,At Vet,Unknown,2 years
3007,A767942,,Cat,At Vet,Unknown,< 1 year
2992,A766850,,Cat,At Vet,Unknown,8 years
2983,A766527,,Cat,At Vet,Unknown,2 years
2809,A752946,*Tweet,Cat,At Vet,Female,< 1 year
2997,A767025,,Cat,At Vet,Male,1 year
2231,A716005,Indio,Dog,At Vet,Male,2 years
2674,A743890,,Cat,At Vet,Unknown,1 year
2976,A765697,,Cat,At Vet,Unknown,1 year
2867,A757464,,Cat,At Vet,Male,2 years
2312,A720532,*Ellie,Cat,At Vet,Female,2 years
3173,A784617,Milo,Dog,At Vet,Male,< 1 year
3087,A772549,,Cat,At Vet,Unknown,1 year
3074,A771701,,Cat,At Vet,Unknown,5 years
3077,A771770,,Cat,At Vet,Unknown,< 1 year
3184,A787571,,Cat,At Vet,Unknown,6 years
37,A458233,Cinnamon,Dog,At Vet,Female,12 years
3162,A782197,*Boop,Cat,At Vet,Female,< 1 year
3042,A770067,,Cat,At Vet,Male,2 years
2819,A753607,,Cat,At Vet,Female,1 year
3079,A771889,,Cat,At Vet,Female,< 1 year
3063,A771080,*Twilight,Cat,At Vet,Female,< 1 year
3064,A771204,,Dog,At Vet,Unknown,2 years
2687,A745046,,Cat,At Vet,Male,7 years
2963,A764601,Cooper,Dog,At Vet,Male,4 years
2741,A749656,,Cat,At Vet,Unknown,< 1 year
2706,A746905,,Cat,At Vet,Male,2 years
248,A649704,Dot,Dog,At Vet,Female,9 years
2747,A750051,*Mia,Cat,At Vet,Female,< 1 year
2705,A746777,,Cat,At Vet,Male,1 year
293,A663158,*Preston,Dog,Behavior,Male,4 years
879,A679459,Major,Dog,Behavior,Male,3 years
888,A679645,*Calvin,Dog,Behavior,Male,1 year
978,A682020,King,Dog,Behavior,Male,2 years
12,A279920,Carry,Dog,Behavior,Male,12 years
1334,A691049,*Ridley,Dog,Behavior,Male,3 years
695,A674141,Zak,Dog,Behavior,Male,2 years
704,A674402,*Delilah,Dog,Behavior,Female,1 year
933,A680780,Mei Mei,Dog,Behavior,Female,2 years
1691,A699558,Zuester,Dog,Behavior,Male,2 years
294,A663273,Diamond,Dog,Behavior,Female,2 years
922,A680527,*Shadow,Dog,Behavior,Male,1 year
885,A679591,*Quinne,Dog,Behavior,Female,2 years
701,A674216,*Akhom,Dog,Behavior,Male,2 years
108,A565562,Bubbles,Dog,Behavior,Female,5 years
669,A673506,*Briggs,Dog,Behavior,Male,3 years
1020,A683309,,Dog,Behavior,Female,7 years
124,A583357,Pom Pom,Dog,Behavior,Female,6 years
1587,A696683,Cooper,Dog,Behavior,Female,3 years
659,A673319,Coco,Dog,Behavior,Female,3 years
647,A672745,*Dottie,Dog,Behavior,Female,2 years
2455,A728445,King Max,Dog,Behavior,Male,1 year
285,A661789,Tank,Dog,Behavior,Male,2 years
3132,A779002,Zeus,Dog,Behavior,Male,3 years
1515,A694798,*Dixie,Dog,Behavior,Female,2 years
1694,A699604,Molly,Dog,Behavior,Female,2 years
680,A673761,*Esme,Dog,Behavior,Female,4 years
2721,A748009,Snoop,Dog,Behavior,Male,2 years
330,A664608,Rosco,Dog,Behavior,Male,3 years
1023,A683394,*Redford,Dog,Behavior,Male,1 year
290,A662603,*Tucker,Dog,Behavior,Male,2 years
907,A680158,*Cole,Dog,Behavior,Male,1 year
298,A663342,Deco,Dog,Behavior,Male,1 year
292,A663026,*Percy,Dog,Behavior,Male,2 years
849,A678634,Champion,Dog,Behavior,Male,4 years
1036,A683654,,Dog,Behavior,Male,1 year
2643,A741436,Springer,Dog,Behavior,Male,5 years
1226,A688309,*Bambi,Dog,Behavior,Female,2 years
820,A677786,Potter,Dog,Behavior,Male,3 years
1315,A690696,*Leia,Dog,Behavior,Female,5 years
721,A674708,Lucky,Dog,Behavior,Male,2 years
73,A533557,Jake,Dog,Behavior,Male,5 years
313,A664034,*Mallory,Dog,Behavior,Female,2 years
762,A676105,*Munch,Dog,Behavior,Male,2 years
359,A665137,*Willie,Dog,Behavior,Male,1 year
961,A681541,,Dog,Behavior,Male,2 years
1636,A697909,*Fergie,Dog,Behavior,Female,1 year
402,A666197,*Leroy,Dog,Behavior,Male,2 years
959,A681431,*Deltadawn,Dog,Behavior,Female,5 years
312,A664027,*Tessa,Dog,Behavior,Female,2 years
1843,A703415,*Cooper,Dog,Behavior,Male,2 years
775,A676352,*Byron,Dog,Behavior,Male,1 year
1222,A688176,*Paloma,Dog,Behavior,Female,2 years
1311,A690525,*Trenton,Dog,Behavior,Male,1 year
1659,A698597,Thiago,Dog,Behavior,Male,2 years
778,A676460,* Mario,Dog,Behavior,Male,2 years
1001,A682726,Rocky,Dog,Behavior,Male,1 year
1626,A697573,Gucci,Dog,Behavior,Male,2 years
1015,A683197,*Herbie,Dog,Behavior,Male,2 years
793,A676916,*Lexie,Dog,Behavior,Female,3 years
1233,A688448,*Chauncy,Dog,Behavior,Male,1 year
92,A551426,Lluvia,Dog,Behavior,Female,8 years
286,A661911,*Oz,Dog,Behavior,Male,2 years
1294,A690216,*Luigi,Dog,Behavior,Male,1 year
2357,A723756,Leo,Dog,Behavior,Male,2 years
2756,A750530,Pepper,Dog,Behavior,Male,4 years
806,A677201,*Milton,Dog,Behavior,Male,2 years
706,A674455,Calypso,Dog,Behavior,Female,3 years
1204,A687845,Lala,Dog,Behavior,Female,2 years
710,A674490,Princess,Dog,Behavior,Female,< 1 year
2187,A713954,Baby,Dog,Behavior,Female,2 years
686,A673912,*Edward,Dog,Behavior,Male,3 years
1320,A690765,Magnum Pi,Dog,Behavior,Male,5 years
79,A540495,Country,Dog,Behavior,Male,5 years
304,A663667,*Cody,Dog,Behavior,Male,2 years
41,A467387,Princess,Dog,Behavior,Female,9 years
543,A669859,*Mack,Dog,Behavior,Male,2 years
35,A443085,Shadow,Dog,Behavior,Male,8 years
265,A656477,Bowser,Dog,Behavior,Male,4 years
1316,A690705,Roxy,Dog,Behavior,Female,1 year
1283,A689961,Max,Dog,Behavior,Male,1 year
583,A670923,Kayna,Dog,Behavior,Female,1 year
1235,A688582,*Caramel,Dog,Behavior,Female,3 years
1739,A701001,Skit,Dog,Behavior,Male,5 years
363,A665175,*Stan,Dog,Behavior,Male,1 year
172,A616295,Baby,Dog,Behavior,Female,6 years
1734,A700795,Teddy,Dog,Behavior,Male,1 year
438,A667090,Rex,Dog,Behavior,Male,3 years
344,A664869,*Ollie,Dog,Behavior,Male,3 years
307,A663861,,Dog,Behavior,Female,1 year
210,A633633,Ben,Dog,Behavior,Male,2 years
440,A667102,Sherlock,Dog,Behavior,Male,< 1 year
1147,A685931,Boss,Dog,Behavior,Male,1 year
1272,A689731,,Dog,Behavior,Male,1 year
276,A657764,Peyton,Dog,Behavior,Female,1 year
1454,A693562,,Dog,Behavior,Male,2 years
420,A666522,*Sonia,Dog,Behavior,Female,2 years
207,A632020,Rocky,Dog,Behavior,Male,8 years
1271,A689728,,Dog,Behavior,Female,3 years
2032,A707570,,Dog,Behavior,Male,2 years
1161,A686415,Kobi,Dog,Behavior,Male,2 years
576,A670655,Brick,Dog,Behavior,Male,4 years
277,A658013,*Marcos,Dog,Behavior,Male,7 years
437,A667081,Tyson,Dog,Behavior,Male,2 years
166,A614177,Diamond,Dog,Behavior,Female,2 years
1453,A693551,Pepper,Dog,Behavior,Male,13 years
174,A616456,Star,Dog,Behavior,Female,3 years
1770,A701910,Maia,Dog,Behavior,Female,1 year
424,A666599,*Allaster,Dog,Behavior,Male,3 years
1056,A684054,Frank,Dog,Behavior,Male,2 years
1100,A684913,Jack,Dog,Behavior,Male,1 year
1095,A684862,*Kennedy,Dog,Behavior,Male,2 years
558,A670285,,Dog,Behavior,Male,2 years
3104,A773947,Bruno,Dog,Behavior,Male,2 years
1114,A685210,Chico,Dog,Behavior,Male,5 years
738,A675215,Benjamin,Dog,Behavior,Male,2 years
1893,A704421,Abel,Dog,Behavior,Male,4 years
832,A677997,Rocky,Dog,Behavior,Male,8 years
574,A670631,,Dog,Behavior,Female,1 year
429,A666850,Angel,Dog,Behavior,Female,1 year
432,A666859,Conan,Dog,Behavior,Male,4 years
488,A668495,,Dog,Behavior,Male,3 years
1393,A692125,,Dog,Behavior,Male,2 years
1477,A694012,Zorro,Dog,Behavior,Male,11 years
626,A672210,Cochise,Dog,Behavior,Female,2 years
1110,A685182,,Dog,Behavior,Male,1 year
1459,A693687,Major,Dog,Behavior,Male,1 year
1092,A684752,*Liam,Dog,Behavior,Male,2 years
1497,A694251,,Dog,Behavior,Female,2 years
1108,A685133,*Trudy,Dog,Behavior,Female,1 year
477,A668337,*Tony,Dog,Behavior,Male,1 year
489,A668497,,Dog,Behavior,Female,5 years
465,A667976,Crystal,Dog,Behavior,Female,2 years
234,A645673,Precious,Dog,Behavior,Female,5 years
478,A668356,Ricardo,Dog,Behavior,Male,3 years
147,A605772,*Hector,Dog,Behavior,Male,2 years
1053,A683997,Knight,Dog,Behavior,Male,2 years
149,A606120,Archie,Dog,Behavior,Male,4 years
1243,A688883,,Dog,Behavior,Male,1 year
407,A666273,*Jasmine,Dog,Behavior,Female,2 years
1063,A684209,*Stitch,Dog,Behavior,Male,1 year
633,A672449,,Dog,Behavior,Male,1 year
635,A672497,Lady,Dog,Behavior,Female,1 year
1277,A689794,*Lyle,Dog,Behavior,Male,2 years
146,A601863,Tyson,Dog,Court/Investigation,Male,5 years
241,A647578,Bella,Dog,Court/Investigation,Female,4 years
268,A656761,Gotti,Dog,Court/Investigation,Male,7 years
1386,A692033,Brick,Dog,Court/Investigation,Male,3 years
2658,A742639,Cowboy,Dog,Court/Investigation,Male,2 years
2464,A728792,Odin,Dog,Court/Investigation,Male,4 years
2218,A715627,Damu,Dog,Court/Investigation,Male,5 years
2474,A729300,Mocha,Dog,Court/Investigation,Female,9 years
173,A616374,Sasha,Dog,Court/Investigation,Female,4 years
2659,A742640,Bella,Dog,Court/Investigation,Female,< 1 year
2476,A729303,Rusty,Dog,Court/Investigation,Male,3 years
1361,A691587,King,Dog,Court/Investigation,Male,2 years
271,A657286,Chako,Dog,Court/Investigation,Male,1 year
2477,A729304,Baby,Dog,Court/Investigation,Female,5 years
2475,A729302,Buddy,Dog,Court/Investigation,Male,3 years
1570,A696283,Princess,Dog,Court/Investigation,Female,3 years
532,A669640,Sissy,Dog,Court/Investigation,Female,1 year
468,A668079,King,Dog,Court/Investigation,Male,8 years
280,A658843,Rudy,Dog,Court/Investigation,Male,4 years
323,A664308,Bruce,Dog,Court/Investigation,Male,10 years
2660,A742641,Cocoa,Dog,Court/Investigation,Female,3 years
411,A666352,Coco,Dog,Court/Investigation,Male,3 years
199,A628417,Coby,Dog,Court/Investigation,Male,5 years
1609,A697158,*Max,Dog,Medical,Male,1 year
506,A669066,,Dog,Medical,Female,3 years
3187,A788270,,Dog,Medical,Male,< 1 year
2267,A718270,Rocky,Dog,Medical,Male,2 years
2418,A726867,,Cat,Medical,Male,10 years
2784,A751867,,Dog,Medical,Female,5 years
2544,A733646,*Chrissy,Cat,Medical,Female,< 1 year
1947,A705561,,Cat,Medical,Female,< 1 year
1578,A696502,Buddy,Dog,Medical,Male,4 years
2262,A717901,*Lily,Cat,Medical,Female,8 years
927,A680623,Lovely Boy,Cat,Medical,Male,12 years
2981,A766248,,Cat,Medical,Male,5 years
2716,A747545,,Cat,Medical,Unknown,8 years
1937,A705357,,Cat,Medical,Unknown,< 1 year
237,A647210,Tank,Dog,Medical,Male,3 years
3179,A786582,,Cat,Medical,Female,< 1 year
2662,A742769,,Cat,Medical,Male,3 years
2789,A752146,*Biscuit,Cat,Medical,Male,< 1 year
2600,A737793,Fifi,Dog,Medical,Female,2 years
1645,A698256,*Gertie,Cat,Medical,Female,3 years
2102,A710405,Peanut,Dog,Medical,Male,16 years
336,A664716,*Harvey,Dog,Medical,Male,3 years
2695,A745946,*Toodles,Dog,Medical,Male,13 years
1209,A687995,,Cat,Medical,Male,1 year
944,A681037,,Dog,Medical,Male,3 years
1350,A691336,Lilipop,Dog,Medical,Female,5 years
48,A489376,Buster,Dog,Medical,Male,11 years
1946,A705555,,Cat,Medical,Male,3 years
2502,A730733,,Dog,Medical,Female,10 years
2233,A716088,,Cat,Medical,Male,< 1 year
1850,A703477,,Cat,Medical,Male,< 1 year
3106,A774411,,Cat,Medical,Female,< 1 year
2675,A743911,Chester,Cat,Medical,Male,< 1 year
971,A681769,Pixie,Dog,Medical,Female,8 years
319,A664238,,Cat,Medical,Unknown,< 1 year
2412,A726450,Knight,Dog,Medical,Male,13 years
1563,A696070,Katie,Dog,Medical,Female,9 years
1613,A697288,Lina,Dog,Medical,Female,8 years
951,A681157,,Cat,Medical,Male,< 1 year
242,A647886,Lucy,Dog,Medical,Female,10 years
2478,A729339,,Cat,Medical,Male,2 years
2727,A748769,*Pancakes,Cat,Medical,Female,< 1 year
2734,A749256,,Cat,Medical,Female,< 1 year
479,A668396,,Cat,Medical,Male,8 years
2254,A717387,*Sarita,Cat,Medical,Female,7 years
884,A679565,Diamond,Dog,Medical,Female,1 year
957,A681379,Coffee,Dog,Medical,Male,4 years
1131,A685579,,Cat,Medical,Female,< 1 year
943,A681005,,Dog,Medical,Female,< 1 year
2442,A728008,,Cat,Medical,Female,< 1 year
2930,A761557,,Cat,Medical,Unknown,6 years
2901,A759710,,Cat,Medical,Unknown,< 1 year
11,A271790,Grant,Dog,Medical,Male,12 years
45,A478579,Natasha,Dog,Medical,Female,12 years
1768,A701779,*Graham,Cat,Medical,Male,5 years
963,A681605,,Dog,Medical,Female,5 years
6,A251095,Beauty,Dog,Medical,Female,14 years
1709,A700081,,Dog,Medical,Male,10 years
2287,A718958,,Cat,Medical,Female,12 years
3020,A769126,,Cat,Medical,Female,1 year
1919,A704927,,Dog,Medical,Female,< 1 year
833,A678047,*Abigail,Dog,Medical,Female,5 years
1214,A688070,*Tangelo,Cat,Medical,Male,< 1 year
2989,A766764,,Dog,Medical,Male,8 years
1276,A689789,,Dog,Medical,Male,2 years
2592,A737429,,Cat,Medical,Male,1 year
1933,A705231,*Yoga,Dog,Medical,Male,< 1 year
1676,A699047,,Dog,Medical,Unknown,< 1 year
623,A672193,*Hickory,Cat,Medical,Male,< 1 year
3119,A776021,*Hope,Dog,Medical,Female,8 years
2857,A756627,,Cat,Medical,Male,< 1 year
118,A577602,Rhino,Dog,Medical,Male,7 years
2011,A706958,,Dog,Medical,Male,3 years
1024,A683403,*Koko,Cat,Medical,Female,< 1 year
1809,A702553,,Dog,Medical,Female,< 1 year
1012,A683024,*Ruby,Dog,Medical,Female,13 years
1354,A691391,,Cat,Medical,Female,3 years
309,A663887,Hooch,Dog,Medical,Male,3 years
3018,A769020,Max,Dog,Medical,Male,< 1 year
1025,A683433,*Vera,Cat,Medical,Female,< 1 year
2999,A767240,,Dog,Medical,Male,< 1 year
121,A578374,Rocky,Dog,Medical,Male,6 years
1287,A690002,,Cat,Medical,Male,8 years
578,A670698,Nestle,Cat,Medical,Female,3 years
2460,A728569,*Zoe,Dog,Medical,Female,10 years
3121,A776232,,Cat,Medical,Female,2 years
157,A611573,Riri,Dog,Medical,Female,8 years
1521,A694923,*Amos,Dog,Medical,Male,10 years
604,A671469,,Cat,Medical,Male,< 1 year
702,A674236,*Renee,Dog,Medical,Female,10 years
1413,A692444,,Cat,Medical,Male,< 1 year
1018,A683259,X,Dog,Medical,Female,10 years
2040,A707918,,Cat,Medical,Male,1 year
2883,A758292,,Cat,Medical,Female,10 years
1682,A699350,,Dog,Medical,Female,< 1 year
1165,A686616,,Dog,Medical,Male,5 years
2449,A728151,Zeke,Cat,Medical,Male,2 years
2007,A706953,,Dog,Medical,Female,< 1 year
616,A671877,Kinda,Dog,Medical,Female,6 years
1485,A694165,,Cat,Medical,Female,< 1 year
1827,A702927,*Gretchen,Dog,Medical,Female,2 years
1881,A704219,,Dog,Medical,Female,< 1 year
1268,A689624,*Frank,Dog,Medical,Male,3 years
2196,A714484,*Chaucer,Dog,Medical,Male,10 years
1653,A698522,Major,Dog,Medical,Male,4 years
129,A586304,Ginger,Dog,Medical,Female,3 years
1898,A704484,,Cat,Medical,Female,< 1 year
2444,A728064,,Cat,Medical,Unknown,< 1 year
2869,A757592,,Cat,Medical,Unknown,< 1 year
2470,A729119,,Cat,Medical,Unknown,< 1 year
985,A682201,*Buzz,Cat,Medical,Male,3 years
1565,A696154,,Cat,Medical,Male,< 1 year
2044,A708042,*Irene,Dog,Medical,Female,2 years
2647,A741754,,Cat,Medical,Female,10 years
1749,A701246,*Elsie,Cat,Medical,Female,7 years
308,A663886,Trudy,Dog,Medical,Female,2 years
1280,A689823,,Dog,Medical,Male,< 1 year
758,A675935,Kane,Dog,Medical,Male,5 years
2012,A706961,,Dog,Medical,Female,2 years
2134,A711572,*Candy,Dog,Medical,Female,2 years
1716,A700228,,Dog,Medical,Female,2 years
2069,A709007,,Cat,Medical,Female,< 1 year
2387,A724888,Vivienne,Cat,Medical,Female,7 years
431,A666854,*Julian,Cat,Medical,Male,< 1 year
2314,A720583,Jaguar,Cat,Medical,Male,< 1 year
2041,A707923,Little Man,Cat,Medical,Male,15 years
2642,A741403,,Cat,Medical,Male,4 years
2810,A752985,*Jasmine,Dog,Medical,Female,1 year
2082,A709379,,Dog,Medical,Female,4 years
2408,A726227,,Cat,Rabies Risk,Male,< 1 year
2486,A729634,Missy,Dog,Rabies Risk,Female,< 1 year
1336,A691106,,Cat,Rabies Risk,Female,< 1 year
2518,A731735,*Benetta,Cat,Rabies Risk,Female,1 year
1512,A694710,,Cat,Rabies Risk,Female,12 years
918,A680367,Bear,Dog,Rabies Risk,Male,9 years
2388,A724895,,Cat,Rabies Risk,Female,1 year
2365,A724099,,Cat,Rabies Risk,Male,4 years
2290,A719076,,Cat,Rabies Risk,Female,< 1 year
1043,A683833,,Dog,Rabies Risk,Female,2 years
1433,A693082,Diesel,Dog,Rabies Risk,Male,2 years
2273,A718378,,Cat,Rabies Risk,Male,< 1 year
2938,A762283,,Cat,Rabies Risk,Unknown,< 1 year
1518,A694880,*Sallie,Dog,Rabies Risk,Female,3 years
1516,A694829,Fawn,Dog,Rabies Risk,Female,2 years
1217,A688115,Duke,Dog,Rabies Risk,Male,1 year
1033,A683619,,Cat,Rabies Risk,Male,< 1 year
2404,A726063,Jackie,Cat,Rabies Risk,Female,2 years
1101,A684967,*Superman,Dog,Rabies Risk,Male,3 years
1405,A692369,Jack,Dog,Rabies Risk,Male,1 year
2375,A724603,,Dog,Rabies Risk,Male,< 1 year
2315,A720692,,Dog,Rabies Risk,Female,< 1 year
1481,A694062,Bandit,Dog,Rabies Risk,Male,2 years
2485,A729631,Damu,Dog,Rabies Risk,Male,< 1 year
2436,A727869,,Cat,Rabies Risk,Unknown,< 1 year
2563,A735468,,Cat,Rabies Risk,Female,1 year
932,A680779,Casper,Dog,Rabies Risk,Male,3 years
1549,A695777,Zulu,Dog,Rabies Risk,Male,1 year
973,A681837,,Cat,Rabies Risk,Male,< 1 year
1007,A682897,Porthos,Dog,Rabies Risk,Male,3 years
1254,A689146,,Cat,Rabies Risk,Female,< 1 year
2331,A721501,Lola Rey,Dog,Rabies Risk,Female,1 year
1318,A690757,Beans,Dog,Rabies Risk,Female,1 year
2384,A724744,,Cat,Rabies Risk,Male,6 years
2507,A730888,Kaly,Dog,Rabies Risk,Female,1 year
1544,A695709,Hobie,Dog,Rabies Risk,Male,3 years
2361,A723905,,Cat,Rabies Risk,Male,2 years
2525,A732136,,Cat,Rabies Risk,Male,< 1 year
962,A681593,,Cat,Rabies Risk,Male,< 1 year
3113,A775745,,Cat,Rabies Risk,Male,< 1 year
1250,A689099,*Cherry,Dog,Rabies Risk,Female,2 years
2679,A744070,,Cat,Rabies Risk,Female,3 years
1560,A696004,Lucy,Dog,Rabies Risk,Female,5 years
2376,A724611,,Cat,Rabies Risk,Male,5 years
3107,A774484,,Cat,Rabies Risk,Female,1 year
1186,A687099,Chop,Dog,Rabies Risk,Male,< 1 year
1333,A691020,,Cat,Rabies Risk,Unknown,< 1 year
171,A616257,Grayson,Dog,Rabies Risk,Male,3 years
1353,A691355,Jonny Cash,Dog,Rabies Risk,Male,3 years
1205,A687866,Gray,Cat,Rabies Risk,Male,2 years
1371,A691813,Oso,Dog,Rabies Risk,Male,2 years
2311,A720463,,Cat,Rabies Risk,Male,3 years
1185,A687090,Brownie,Dog,Rabies Risk,Male,1 year
1291,A690108,Ruffy,Dog,Rabies Risk,Male,4 years
2540,A733307,,Cat,Rabies Risk,Male,2 years
1401,A692274,Charlie,Dog,Rabies Risk,Male,4 years
2711,A747136,,Dog,Rabies Risk,Male,4 years
2597,A737566,,Cat,Rabies Risk,Female,< 1 year
2429,A727628,Benji,Dog,Rabies Risk,Male,4 years
714,A674550,Chico,Dog,Rabies Risk,Male,1 year
136,A597023,Rusty,Dog,Rabies Risk,Male,2 years
1667,A698811,,Dog,Rabies Risk,Male,< 1 year
2817,A753483,Eli James,Dog,Rabies Risk,Male,< 1 year
3115,A775790,,Cat,Rabies Risk,Female,2 years
2018,A707097,Lily,Cat,Rabies Risk,Female,1 year
761,A676097,Murphy,Dog,Rabies Risk,Male,12 years
2016,A707046,Jameson,Dog,Rabies Risk,Male,3 years
301,A663488,Rocky,Dog,Rabies Risk,Male,2 years
116,A575211,Chico,Dog,Rabies Risk,Male,7 years
2932,A761730,,Cat,Rabies Risk,Female,1 year
2548,A734397,,Cat,Rabies Risk,Male,1 year
88,A548770,Firecat,Cat,Rabies Risk,Male,6 years
553,A670085,,Cat,Rabies Risk,Male,5 years
1903,A704669,,Cat,Rabies Risk,Unknown,< 1 year
2179,A713642,,Cat,Rabies Risk,Female,1 year
551,A670009,Delilah,Dog,Rabies Risk,Female,3 years
105,A565221,Prieto,Dog,Rabies Risk,Male,8 years
1842,A703396,,Dog,Rabies Risk,Male,< 1 year
1242,A688843,*Jesse,Cat,Rabies Risk,Male,< 1 year
779,A676507,,Cat,Rabies Risk,Female,2 years
785,A676661,Callie,Dog,Rabies Risk,Female,3 years
62,A516260,Skye,Dog,Rabies Risk,Female,10 years
550,A669977,*Zeppo,Dog,Rabies Risk,Male,1 year
176,A617429,Jun,Dog,Rabies Risk,Male,5 years
632,A672409,Bruce,Dog,Rabies Risk,Male,3 years
521,A669450,,Cat,Rabies Risk,Unknown,< 1 year
789,A676745,Astro,Dog,Rabies Risk,Male,2 years
2113,A710733,,Cat,Rabies Risk,Female,4 years
692,A674072,*Jacob,Dog,Rabies Risk,Male,2 years
1718,A700335,*Dorchester,Dog,Rabies Risk,Male,2 years
246,A649445,Blue,Dog,Rabies Risk,Male,5 years
628,A672271,,Dog,Rabies Risk,Male,10 years
244,A648086,Yogottie,Dog,Rabies Risk,Male,1 year
617,A671913,*Joe,Dog,Rabies Risk,Male,1 year
272,A657375,Bella,Dog,Rabies Risk,Female,2 years
306,A663822,Bluto,Dog,Rabies Risk,Male,1 year
259,A652358,Buddy,Dog,Rabies Risk,Male,8 years
243,A648065,Kerubin,Dog,Rabies Risk,Male,3 years
2792,A752308,Paxton,Cat,Rabies Risk,Female,6 years
1711,A700189,,Cat,Rabies Risk,Female,1 year
186,A620900,Roswell,Dog,Rabies Risk,Male,5 years
184,A620379,Blackie,Dog,Rabies Risk,Male,3 years
223,A640924,Loco,Dog,Rabies Risk,Male,2 years
228,A642830,Django,Dog,Rabies Risk,Male,3 years
661,A673359,,Dog,Rabies Risk,Female,< 1 year
653,A673191,Max,Dog,Rabies Risk,Male,3 years
1742,A701111,*Nytrox,Dog,Rabies Risk,Male,1 year
649,A672970,Calliope,Cat,Rabies Risk,Female,11 years
651,A673000,,Dog,Rabies Risk,Male,1 year
2915,A760558,,Cat,Rabies Risk,Unknown,2 years
1752,A701321,Big Foot,Cat,Rabies Risk,Male,5 years
2174,A713473,,Cat,Rabies Risk,Male,5 years
2141,A711707,Mojo,Dog,Rabies Risk,Male,5 years
567,A670417,Spot,Dog,Rabies Risk,Male,5 years
189,A622215,*Herk,Dog,Rabies Risk,Male,5 years
598,A671344,,Dog,Rabies Risk,Male,2 years
1895,A704454,,Cat,Rabies Risk,Female,1 year
1861,A703795,Trax,Cat,Rabies Risk,Male,14 years
367,A665219,Sox,Dog,Rabies Risk,Male,< 1 year
559,A670308,,Dog,Rabies Risk,Female,2 years
906,A680127,,Cat,Rabies Risk,Female,< 1 year
1618,A697424,Pepper,Dog,Rabies Risk,Male,6 years
1792,A702282,,Cat,Rabies Risk,Female,< 1 year
3168,A783174,,Cat,Rabies Risk,Female,1 year
57,A503376,Lobo,Dog,Rabies Risk,Male,7 years
1974,A706201,,Cat,Rabies Risk,Male,2 years
2764,A750998,Queen,Dog,Rabies Risk,Female,< 1 year
3176,A785584,,Cat,Rabies Risk,Unknown,2 years
3011,A768409,,Cat,Rabies Risk,Unknown,1 year
2967,A764722,,Dog,Rabies Risk,Male,< 1 year
455,A667524,*Pookie,Dog,Rabies Risk,Male,1 year
2241,A716795,,Cat,Rabies Risk,Unknown,< 1 year
3015,A768782,Loki,Cat,Rabies Risk,Male,8 years
2228,A715860,,Cat,Rabies Risk,Male,< 1 year
2229,A715868,,Dog,Rabies Risk,Female,< 1 year
3163,A782393,,Cat,Rabies Risk,Female,< 1 year
853,A678778,Cowboy,Dog,Rabies Risk,Male,12 years
1607,A697142,Red Girl,Dog,Rabies Risk,Female,1 year
3000,A767323,,Cat,Rabies Risk,Female,5 years
2977,A765702,,Cat,Rabies Risk,Male,< 1 year
441,A667118,,Cat,Rabies Risk,Unknown,1 year
796,A676940,Ace,Dog,Rabies Risk,Male,7 years
3169,A783388,,Cat,Rabies Risk,Unknown,< 1 year
2247,A716940,,Cat,Rabies Risk,Female,9 years
3017,A769007,,Dog,Rabies Risk,Female,< 1 year
3185,A788160,,Cat,Rabies Risk,Female,< 1 year
442,A667153,,Cat,Rabies Risk,Male,< 1 year
2213,A715302,,Cat,Rabies Risk,Male,1 year
38,A464652,Buddy,Dog,Rabies Risk,Male,11 years
2772,A751424,,Cat,Rabies Risk,Male,< 1 year
1637,A697930,,Dog,Rabies Risk,Female,12 years
